Customer ID,Customer_Name,Segment,Region,First_Order,Total_Orders,Total_Revenue,Total_Profit,Acquisition_Channel,CAC,Acquisition_Campaign,LTV_CAC_Ratio,Cluster,RFM_Label,RFM_Score
JF-15355,Jay Fein,Consumer,Central,2015-10-23,6,1911.844,330.199,Paid Search,18.41,Competitor_Keywords,17.94,3,Potential Loyalists,9
JF-15415,Jennifer Ferguson,Consumer,East,2014-06-17,6,2371.448,635.6376,Direct,2.67,Word_of_Mouth,238.07,3,Loyal Customers,12
JF-15490,Jeremy Farry,Consumer,West,2014-10-19,11,1082.918,-18.06730000000001,Social Media,15.9,Instagram_Retargeting,-1.14,4,Potential Loyalists,8
JF-15565,Jill Fjeld,Consumer,Central,2014-10-11,8,4198.332,1073.2088,Organic,10.75,Referral_Program,99.83,0,Loyal Customers,12
JG-15115,Jack Garza,Consumer,West,2014-09-21,3,2358.676,684.1911,Paid Search,26.62,Brand_Awareness_PPC,25.7,1,Potential Loyalists,7
JG-15160,James Galang,Consumer,West,2014-05-30,11,6366.392,1415.6664,Paid Search,29.86,Competitor_Keywords,47.41,0,Champions,15
JG-15310,Jason Gross,Corporate,East,2016-03-03,6,2240.58,3.7976000000000063,Paid Search,58.84,Product_Category_PPC,0.06,3,Loyal Customers,10
JG-15805,John Grady,Corporate,East,2014-04-05,6,1507.018,206.1019,Paid Search,14.71,Competitor_Keywords,14.01,3,Potential Loyalists,8
JH-15430,Jennifer Halladay,Consumer,South,2014-02-24,4,309.281,-24.077100000000005,Organic,16.94,Referral_Program,-1.42,3,Potential Loyalists,7
JH-15820,John Huston,Consumer,East,2014-05-19,6,528.91,26.082199999999997,Social Media,1.0,LinkedIn_B2B,26.08,3,Potential Loyalists,7
JH-15910,Jonathan Howell,Consumer,West,2015-06-12,7,959.477,-13.554499999999996,Social Media,11.4,Facebook_Prospecting,-1.19,2,Potential Loyalists,9
JH-15985,Joseph Holt,Consumer,Central,2014-08-09,6,7954.9980000000005,-644.6982,Paid Search,30.44,Product_Category_PPC,-21.18,2,Potential Loyalists,8
JH-16180,Justin Hirsh,Consumer,West,2015-05-25,4,2256.3940000000002,-96.95300000000002,Organic,9.25,Blog_Traffic,-10.48,1,At Risk,3
JJ-15445,Jennifer Jackson,Consumer,West,2015-03-05,5,709.178,200.5558,Paid Search,34.33,Product_Category_PPC,5.84,1,Needs Attention,6
JJ-15760,Joel Jenkins,Home Office,South,2015-10-05,2,195.0,34.449200000000005,Organic,8.19,Referral_Program,4.21,1,Needs Attention,4
JK-15205,Jamie Kunitz,Consumer,West,2014-07-11,5,4427.142,1219.983,Paid Search,27.16,Brand_Awareness_PPC,44.92,0,Loyal Customers,10
JK-15325,Jason Klamczynski,Corporate,Central,2014-11-21,3,383.812,55.32769999999999,Organic,9.55,Referral_Program,5.79,1,Needs Attention,4
JK-15370,Jay Kimmel,Consumer,West,2014-04-11,8,2709.632,330.2838,Paid Search,28.36,Product_Category_PPC,11.65,4,Loyal Customers,12
JK-15625,Jim Karlsson,Consumer,West,2014-05-31,7,3760.028,750.9485,Paid Search,29.18,Competitor_Keywords,25.74,0,Loyal Customers,12
JK-15640,Jim Kriz,Home Office,East,2014-09-19,9,4760.434,1172.5303,Paid Search,26.44,Brand_Awareness_PPC,44.35,0,Loyal Customers,12
JK-15730,Joe Kamberova,Consumer,South,2014-11-18,10,4867.2,55.0483,Email,4.95,Welcome_Series,11.12,4,Loyal Customers,10
JK-16090,Juliana Krohn,Consumer,Central,2015-04-21,3,3747.668,586.6625,Paid Search,25.25,Brand_Awareness_PPC,23.23,3,Potential Loyalists,9
JK-16120,Julie Kriz,Home Office,Central,2014-11-02,10,2932.484,122.6566,Organic,11.17,Referral_Program,10.98,4,Potential Loyalists,9
JL-15130,Jack Lebron,Consumer,Central,2014-07-18,6,1214.956,-207.79559999999998,Social Media,24.27,Facebook_Prospecting,-8.56,2,Potential Loyalists,9
JL-15175,James Lanier,Home Office,South,2014-12-31,5,1571.523,209.2817,Organic,6.71,Referral_Program,31.19,3,Loyal Customers,10
JL-15235,Janet Lee,Consumer,Central,2014-05-25,5,2203.7,54.51740000000002,Display,23.94,Retargeting_Display,2.28,3,Needs Attention,6
JL-15505,Jeremy Lonsdale,Consumer,East,2014-11-14,6,3173.874,591.7163,Paid Search,7.96,Competitor_Keywords,74.34,3,Loyal Customers,11
JL-15835,John Lee,Consumer,West,2014-04-18,11,9799.923,228.907,Display,64.47,Prospecting_Display,3.55,4,Champions,13
JL-15850,John Lucas,Consumer,East,2014-07-22,6,2725.256,779.9046,Organic,3.79,Blog_Traffic,205.78,1,Potential Loyalists,9
JM-15250,Janet Martin,Consumer,South,2016-03-29,6,3159.1220000000003,19.82350000000004,Social Media,14.65,Instagram_Retargeting,1.35,3,Potential Loyalists,9
JM-15265,Janet Molinari,Corporate,East,2014-08-25,5,1804.146,502.6143,Email,8.27,Promotional_Blast,60.78,3,Loyal Customers,10
JM-15535,Jessica Myrick,Consumer,East,2014-09-13,7,1733.443,356.5395,Social Media,9.28,Instagram_Retargeting,38.42,4,Loyal Customers,11
JM-15580,Jill Matthias,Consumer,South,2016-04-14,5,303.948,113.1204,Social Media,6.22,LinkedIn_B2B,18.19,3,Potential Loyalists,9
JM-15655,Jim Mitchum,Corporate,East,2014-04-08,5,864.947,117.20400000000001,Direct,1.91,Sales_Outreach,61.36,3,Potential Loyalists,9
JM-15865,John Murray,Consumer,East,2014-11-19,7,7625.076000000001,1574.6163999999999,Organic,14.86,Referral_Program,105.96,0,Loyal Customers,11
JM-16195,Justin MacKendrick,Consumer,West,2014-04-30,10,2833.9260000000004,754.1144,Organic,9.85,SEO_Content,76.56,4,Champions,13
JO-15145,Jack O'Briant,Corporate,East,2014-01-06,9,3254.949,581.4045,Email,12.47,Re_Engagement,46.62,4,Loyal Customers,12
JO-15280,Jas O'Carroll,Consumer,West,2014-03-31,6,1934.272,202.13619999999997,Paid Search,36.07,Product_Category_PPC,5.6,3,Potential Loyalists,9
JO-15550,Jesus Ocampo,Home Office,East,2015-03-19,5,1090.838,167.6709,Paid Search,12.54,Competitor_Keywords,13.37,3,Potential Loyalists,7
JP-15460,Jennifer Patt,Corporate,East,2014-08-24,7,1669.135,429.7465,Paid Search,29.21,Product_Category_PPC,14.71,4,Loyal Customers,12
JP-15520,Jeremy Pistek,Consumer,West,2014-08-22,7,3635.594,757.1802,Paid Search,8.44,Competitor_Keywords,89.71,0,Champions,14
JP-16135,Julie Prescott,Home Office,South,2014-09-23,9,1707.71,309.7116,Email,7.66,Welcome_Series,40.43,4,Loyal Customers,11
JR-15670,Jim Radford,Consumer,East,2015-12-24,2,1156.658,-785.1645,Email,4.59,Welcome_Series,-171.06,1,At Risk,3
JR-15700,Jocasta Rupert,Consumer,South,2017-10-23,1,863.88,107.985,Paid Search,34.32,Product_Category_PPC,3.15,3,Needs Attention,6
JR-16210,Justin Ritter,Corporate,East,2015-09-18,5,2201.686,452.37300000000005,Paid Search,47.45,Brand_Awareness_PPC,9.53,3,Loyal Customers,10
JS-15595,Jill Stevenson,Corporate,West,2014-03-03,4,1417.654,-175.54899999999998,Email,10.71,Re_Engagement,-16.39,3,Needs Attention,4
JS-15685,Jim Sink,Corporate,West,2016-06-14,4,1131.0639999999999,-54.8692,Paid Search,26.1,Brand_Awareness_PPC,-2.1,3,Needs Attention,6
JS-15880,John Stevenson,Consumer,West,2014-04-08,5,3868.02,564.9798000000001,Social Media,29.26,Instagram_Retargeting,19.31,1,Potential Loyalists,7
JS-15940,Joni Sundaresam,Home Office,Central,2014-05-03,5,469.169,-327.9336,Email,4.96,Promotional_Blast,-66.12,1,Needs Attention,4
JS-16030,Joy Smith,Consumer,Central,2014-02-27,6,2516.494,-311.25749999999994,Email,6.6,Promotional_Blast,-47.16,2,Potential Loyalists,8
JW-15220,Jane Waco,Corporate,West,2015-04-30,6,7721.714,2173.7093999999997,Paid Search,9.71,Competitor_Keywords,223.86,0,Loyal Customers,12
JW-15955,Joni Wasserman,Consumer,West,2015-08-16,7,1244.086,-29.575899999999987,Social Media,14.81,LinkedIn_B2B,-2.0,2,Loyal Customers,10
JW-16075,Julia West,Consumer,East,2015-03-21,4,1428.731,154.06369999999998,Organic,12.87,SEO_Content,11.97,1,Needs Attention,4
KA-16525,Kelly Andreada,Consumer,West,2014-03-11,7,1519.506,234.9194,Social Media,6.22,LinkedIn_B2B,37.77,4,Loyal Customers,11
KB-16240,Karen Bern,Corporate,West,2014-03-31,7,3152.6150000000002,763.9076,Email,6.29,Promotional_Blast,121.45,0,Champions,14
KB-16315,Karl Braun,Consumer,Central,2014-08-26,9,1569.464,49.71929999999999,Paid Search,30.15,Product_Category_PPC,1.65,4,Potential Loyalists,8
KB-16405,Katrina Bavinger,Home Office,West,2015-11-20,3,908.821,274.297,Paid Search,35.29,Brand_Awareness_PPC,7.77,3,Needs Attention,6
KB-16585,Ken Black,Corporate,Central,2014-04-04,12,2744.742,579.3551,Paid Search,9.77,Product_Category_PPC,59.3,4,Loyal Customers,10
KB-16600,Ken Brennan,Corporate,Central,2014-12-30,7,983.922,293.55240000000003,Email,1.0,Welcome_Series,293.55,4,Loyal Customers,12
KC-16255,Karen Carlisle,Corporate,West,2014-09-08,6,2120.954,846.1217,Organic,14.94,Referral_Program,56.63,1,Potential Loyalists,9
KC-16540,Kelly Collister,Consumer,West,2015-11-02,4,3908.262,709.4219,Paid Search,30.16,Brand_Awareness_PPC,23.52,3,Potential Loyalists,9
KC-16675,Kimberly Carter,Corporate,West,2014-12-13,4,1146.05,156.7797,Email,5.0,Welcome_Series,31.36,3,Potential Loyalists,7
KD-16270,Karen Daniels,Consumer,South,2014-11-11,5,8282.358,1107.6952000000003,Email,1.33,Promotional_Blast,832.85,1,Potential Loyalists,8
KD-16345,Katherine Ducich,Consumer,West,2014-09-02,6,1888.964,328.5942,Organic,8.0,SEO_Content,41.07,3,Loyal Customers,11
KD-16495,Keith Dawkins,Corporate,East,2014-09-28,12,8181.256,3038.6254,Display,21.68,Prospecting_Display,140.16,0,Loyal Customers,12
KD-16615,Ken Dana,Corporate,West,2015-09-13,5,2243.5099999999998,539.7219,Email,8.79,Promotional_Blast,61.4,1,Potential Loyalists,7
KE-16420,Katrina Edelman,Corporate,South,2014-04-03,8,1686.7312,397.87989999999996,Email,2.04,Promotional_Blast,195.04,4,Champions,13
KF-16285,Karen Ferguson,Home Office,West,2014-09-26,7,10604.266,1660.1386,Email,5.32,Re_Engagement,312.06,0,Loyal Customers,12
KH-16330,Katharine Harms,Corporate,South,2014-04-01,8,3312.864,454.7871,Direct,4.63,Word_of_Mouth,98.23,4,Loyal Customers,12
KH-16360,Katherine Hughes,Consumer,East,2014-04-29,6,3100.612,528.2051,Email,7.86,Re_Engagement,67.2,3,Loyal Customers,12
KH-16510,Keith Herrera,Consumer,West,2014-08-15,7,5952.859,656.1162,Email,4.64,Re_Engagement,141.4,4,Champions,13
KH-16630,Ken Heidel,Corporate,Central,2014-11-01,9,3918.9660000000003,727.3786,Email,7.9,Welcome_Series,92.07,4,Champions,13
KH-16690,Kristen Hastings,Corporate,West,2014-03-21,7,5990.799,1227.5091,Paid Search,37.82,Brand_Awareness_PPC,32.46,0,Champions,14
KL-16555,Kelly Lampkin,Corporate,West,2014-06-15,8,5016.488,-182.78130000000002,Paid Search,29.61,Product_Category_PPC,-6.17,2,Loyal Customers,10
KL-16645,Ken Lonsdale,Consumer,Central,2014-07-25,12,14175.229000000001,806.855,Email,7.34,Welcome_Series,109.93,4,Champions,14
KM-16225,Kalyca Meade,Corporate,East,2015-07-06,6,2260.958,635.1057000000001,Direct,2.57,Sales_Outreach,247.12,3,Loyal Customers,12
KM-16375,Katherine Murray,Home Office,South,2014-07-20,8,5620.186,973.7901999999999,Display,54.94,Retargeting_Display,17.72,0,Loyal Customers,12
KM-16660,Khloe Miller,Consumer,South,2014-12-22,5,453.538,91.1391,Organic,9.6,Blog_Traffic,9.49,3,Potential Loyalists,9
KM-16720,Kunst Miller,Consumer,West,2014-03-30,8,4909.472,745.7685,Social Media,9.35,Instagram_Retargeting,79.76,4,Champions,13
KN-16390,Katherine Nockton,Corporate,West,2014-12-02,9,2617.272,-151.1518,Paid Search,34.01,Competitor_Keywords,-4.44,4,Loyal Customers,11
KN-16450,Kean Nguyen,Corporate,South,2014-04-12,5,2171.962,114.3083,Paid Search,15.49,Competitor_Keywords,7.38,3,Potential Loyalists,8
KN-16705,Kristina Nunn,Home Office,West,2014-03-02,8,2280.58,329.76250000000005,Organic,16.39,SEO_Content,20.12,4,Loyal Customers,11
KS-16300,Karen Seio,Corporate,West,2015-01-13,3,88.472,0.11099999999999888,Paid Search,32.95,Product_Category_PPC,0.0,1,At Risk,3
KT-16465,Kean Takahito,Consumer,West,2014-09-08,7,3057.1,254.0032,Organic,1.0,SEO_Content,254.0,1,Potential Loyalists,8
KT-16480,Kean Thornton,Consumer,East,2014-03-10,10,4642.088400000001,194.0671,Social Media,29.81,Facebook_Prospecting,6.51,4,Loyal Customers,11
KW-16435,Katrina Willman,Consumer,East,2015-08-24,5,4416.5199999999995,1756.135,Email,6.85,Welcome_Series,256.37,0,Loyal Customers,10
KW-16570,Kelly Williams,Consumer,South,2014-09-30,4,449.096,107.92699999999999,Paid Search,36.56,Competitor_Keywords,2.95,1,Needs Attention,4
LA-16780,Laura Armstrong,Corporate,Central,2014-04-29,11,8673.222,2059.1199,Display,38.71,Prospecting_Display,53.19,0,Loyal Customers,12
LB-16735,Larry Blacks,Consumer,Central,2016-07-25,3,50.188,18.6507,Direct,5.45,Sales_Outreach,3.42,3,Potential Loyalists,7
LB-16795,Laurel Beltran,Home Office,Central,2014-04-23,8,4985.676,-52.19099999999998,Social Media,15.85,LinkedIn_B2B,-3.29,4,Potential Loyalists,7
LC-16870,Lena Cacioppo,Consumer,West,2015-05-03,8,2580.7039999999997,-188.25110000000004,Social Media,30.28,Facebook_Prospecting,-6.22,2,Potential Loyalists,9
LC-16885,Lena Creighton,Consumer,West,2014-04-25,12,7663.126,1288.3469,Direct,3.63,Word_of_Mouth,354.92,0,Champions,15
LC-16930,Linda Cazamias,Corporate,Central,2014-02-20,8,4492.946,288.26599999999996,Organic,1.59,Blog_Traffic,181.3,4,Loyal Customers,11
LC-16960,Lindsay Castell,Home Office,South,2015-02-23,4,3246.626,299.48019999999997,Organic,1.21,Referral_Program,247.5,1,Needs Attention,5
LC-17050,Liz Carlisle,Consumer,West,2014-01-31,5,2095.064,86.77799999999999,Paid Search,24.4,Brand_Awareness_PPC,3.56,3,Potential Loyalists,7
LC-17140,Logan Currie,Consumer,Central,2014-09-09,9,2633.582,231.12520000000004,Social Media,14.76,Facebook_Prospecting,15.66,4,Champions,13
LD-16855,Lela Donovan,Corporate,Central,2016-06-26,1,5.304,0.4641,Paid Search,4.8,Competitor_Keywords,0.1,1,At Risk,3
LD-17005,Lisa DeCherney,Consumer,West,2014-09-29,4,1961.934,557.1714,Email,2.38,Promotional_Blast,234.11,1,Needs Attention,6
LE-16810,Laurel Elliston,Consumer,West,2014-05-27,6,1469.45,161.76489999999998,Paid Search,26.01,Product_Category_PPC,6.22,3,Loyal Customers,11
LF-17185,Luke Foster,Consumer,South,2014-07-26,7,3930.5089999999996,-3583.977,Organic,5.87,Blog_Traffic,-610.56,2,Loyal Customers,10
LH-16750,Larry Hughes,Consumer,South,2014-09-21,3,287.426,12.627699999999999,Display,72.65,Prospecting_Display,0.17,3,Needs Attention,5
LH-16900,Lena Hernandez,Consumer,East,2014-08-19,9,2295.332,526.0727,Paid Search,20.03,Brand_Awareness_PPC,26.26,4,Champions,14
LH-17020,Lisa Hazard,Consumer,East,2014-09-08,4,318.239,-242.73989999999998,Direct,5.33,Sales_Outreach,-45.54,1,At Risk,3
LH-17155,Logan Haushalter,Consumer,West,2014-12-12,9,1739.689,316.5202,Social Media,36.59,Instagram_Retargeting,8.65,1,Potential Loyalists,9
LL-16840,Lauren Leatherbury,Consumer,East,2014-04-29,6,2741.2039999999997,560.0078,Paid Search,21.79,Competitor_Keywords,25.7,1,Potential Loyalists,8
LM-17065,Liz MacKendrick,Consumer,East,2014-06-27,5,1346.774,-44.87799999999999,Paid Search,20.81,Brand_Awareness_PPC,-2.16,1,Needs Attention,4
LO-17170,Lori Olson,Corporate,West,2015-02-06,5,644.35,150.1712,Organic,7.52,SEO_Content,19.97,3,Potential Loyalists,9
LP-17080,Liz Pelletier,Consumer,West,2014-06-24,4,756.606,110.7813,Direct,2.66,Word_of_Mouth,41.65,3,Potential Loyalists,7
LP-17095,Liz Preis,Consumer,South,2016-06-06,7,3653.399,338.44539999999995,Display,32.4,Prospecting_Display,10.45,4,Champions,13
LR-16915,Lena Radford,Consumer,West,2014-08-08,6,5142.892,535.4764,Organic,4.13,Blog_Traffic,129.66,3,Loyal Customers,12
LR-17035,Lisa Ryan,Corporate,East,2014-09-07,5,1879.306,-382.8079,Organic,11.72,SEO_Content,-32.66,2,Needs Attention,5
LS-16945,Linda Southworth,Corporate,East,2015-04-25,6,2845.27,-318.77369999999996,Paid Search,23.48,Product_Category_PPC,-13.58,2,Needs Attention,6
LS-16975,Lindsay Shagiari,Home Office,West,2014-10-20,9,2988.674,262.63669999999996,Social Media,43.22,LinkedIn_B2B,6.08,4,Champions,13
LS-17200,Luke Schmidt,Corporate,Central,2014-10-18,6,1010.2560000000001,244.197,Email,8.81,Promotional_Blast,27.72,3,Potential Loyalists,9
LS-17230,Lycoris Saunders,Consumer,East,2014-01-06,3,368.88000000000005,39.1952,Paid Search,23.65,Competitor_Keywords,1.66,1,Needs Attention,4
LS-17245,Lynn Smith,Consumer,Central,2014-10-16,6,1008.1360000000001,348.3584,Paid Search,35.01,Product_Category_PPC,9.95,3,Loyal Customers,11
LT-16765,Larry Tron,Consumer,West,2014-09-01,3,329.876,59.036,Display,46.15,Retargeting_Display,1.28,3,Potential Loyalists,8
LT-17110,Liz Thompson,Consumer,West,2014-06-01,8,2936.252,320.973,Social Media,31.75,LinkedIn_B2B,10.11,4,Loyal Customers,12
LW-16825,Laurel Workman,Corporate,South,2014-05-30,5,2238.061,32.5767,Paid Search,7.02,Competitor_Keywords,4.64,3,Potential Loyalists,7
LW-16990,Lindsay Williams,Corporate,West,2016-05-05,6,3230.308,662.8339000000001,Paid Search,12.91,Brand_Awareness_PPC,51.34,3,Loyal Customers,11
LW-17125,Liz Willingham,Consumer,East,2014-09-11,3,1259.04,192.6312,Organic,5.8,SEO_Content,33.21,3,Needs Attention,6
LW-17215,Luke Weiss,Consumer,West,2014-09-12,7,5420.514,837.2411,Paid Search,27.9,Product_Category_PPC,30.01,0,Champions,14
MA-17560,Matt Abelman,Home Office,Central,2014-08-08,11,4299.161,1240.2266,Organic,1.0,Blog_Traffic,1240.23,0,Champions,13
MA-17995,Michelle Arnett,Home Office,East,2014-09-20,6,2453.284,280.7822,Email,3.39,Re_Engagement,82.83,3,Potential Loyalists,8
MB-17305,Maria Bertelson,Consumer,East,2014-08-08,10,1548.702,212.425,Organic,16.62,Referral_Program,12.78,4,Loyal Customers,12
MB-18085,Mick Brown,Consumer,East,2014-01-05,7,1428.231,117.8057,Social Media,11.81,LinkedIn_B2B,9.98,4,Loyal Customers,10
MC-17275,Marc Crier,Consumer,South,2014-09-08,8,2725.982,461.0014,Paid Search,30.88,Brand_Awareness_PPC,14.93,4,Loyal Customers,11
MC-17425,Mark Cousins,Corporate,South,2014-05-30,5,4432.138,1802.3903,Email,6.92,Welcome_Series,260.46,1,Potential Loyalists,8
MC-17575,Matt Collins,Consumer,East,2014-12-02,8,1303.893,210.7493,Organic,12.03,Blog_Traffic,17.52,4,Loyal Customers,11
MC-17590,Matt Collister,Corporate,East,2014-05-20,6,2426.067,288.98409999999996,Direct,4.43,Sales_Outreach,65.23,3,Loyal Customers,10
MC-17605,Matt Connell,Corporate,Central,2014-03-19,8,2258.192,195.4486,Organic,15.04,Referral_Program,13.0,4,Potential Loyalists,9
MC-17635,Matthew Clasen,Corporate,Central,2014-11-28,4,795.154,-247.94350000000003,Organic,17.66,Referral_Program,-14.04,3,Needs Attention,4
MC-17845,Michael Chen,Consumer,South,2014-07-05,7,3805.714,698.4174,Paid Search,23.56,Product_Category_PPC,29.64,4,Champions,14
MC-18100,Mick Crebagga,Consumer,Central,2014-06-18,10,2218.98,-64.1668,Organic,5.83,Blog_Traffic,-11.01,4,Loyal Customers,10
MC-18130,Mike Caudle,Corporate,South,2014-09-19,5,1581.9979999999998,121.7565,Paid Search,33.02,Brand_Awareness_PPC,3.69,1,Needs Attention,5
MD-17350,Maribeth Dona,Consumer,South,2014-11-05,7,3766.382,-241.94999999999996,Social Media,25.6,Facebook_Prospecting,-9.45,2,Potential Loyalists,7
MD-17860,Michael Dominguez,Corporate,Central,2014-12-02,5,1204.91,-4.040300000000002,Paid Search,37.81,Product_Category_PPC,-0.11,3,Potential Loyalists,7
ME-17320,Maria Etezadi,Home Office,South,2014-01-06,10,10663.728000000001,1859.4695,Direct,1.0,Word_of_Mouth,1859.47,0,Champions,14
ME-17725,Max Engle,Consumer,West,2014-07-12,8,1908.4532,77.81280000000001,Email,8.26,Re_Engagement,9.42,4,Loyal Customers,10
ME-18010,Michelle Ellison,Corporate,West,2014-07-21,4,1256.944,107.3604,Email,1.95,Re_Engagement,55.06,3,Potential Loyalists,7
MF-17665,Maureen Fritzler,Corporate,East,2014-12-30,5,937.039,-341.52650000000006,Organic,11.33,Blog_Traffic,-30.14,1,Needs Attention,4
MF-18250,Monica Federle,Corporate,West,2014-09-15,5,1758.3,456.86080000000004,Email,4.8,Welcome_Series,95.18,3,Loyal Customers,11
MG-17650,Matthew Grinstein,Home Office,East,2014-08-09,7,3785.276,341.898,Direct,5.42,Word_of_Mouth,63.08,4,Loyal Customers,12
MG-17680,Maureen Gastineau,Home Office,East,2014-10-22,4,2350.188,25.888599999999972,Display,16.38,Prospecting_Display,1.58,3,Potential Loyalists,7
MG-17695,Maureen Gnade,Consumer,East,2014-12-26,3,1342.282,-398.79319999999996,Paid Search,30.11,Product_Category_PPC,-13.24,1,At Risk,3
MG-17875,Michael Grace,Home Office,East,2014-02-23,5,1242.8329999999999,-470.7684,Paid Search,32.9,Product_Category_PPC,-14.31,2,Needs Attention,5
MG-17890,Michael Granlund,Home Office,East,2014-12-29,9,776.384,171.7372,Social Media,18.73,Facebook_Prospecting,9.17,4,Loyal Customers,11
MG-18145,Mike Gockenbach,Consumer,East,2014-03-29,4,3061.543,-93.603,Social Media,23.57,LinkedIn_B2B,-3.97,3,Needs Attention,6
MG-18205,Mitch Gastineau,Corporate,South,2017-04-10,1,16.739,-1.2453,Social Media,17.68,Facebook_Prospecting,-0.07,1,At Risk,3
MH-17290,Marc Harrigan,Home Office,West,2014-04-26,6,2394.025,28.761200000000038,Organic,10.64,SEO_Content,2.7,3,Potential Loyalists,7
MH-17440,Mark Haberlin,Corporate,East,2014-02-04,4,400.016,61.428599999999996,Direct,3.73,Word_of_Mouth,16.47,1,Needs Attention,5
MH-17455,Mark Hamilton,Consumer,South,2014-07-11,8,2456.1820000000002,484.77330000000006,Paid Search,21.69,Competitor_Keywords,22.35,4,Loyal Customers,11
MH-17620,Matt Hagelstein,Corporate,West,2015-12-05,4,1252.8,122.3612,Paid Search,26.43,Competitor_Keywords,4.63,3,Needs Attention,6
MH-17785,Maya Herman,Corporate,East,2014-05-27,7,2203.7780000000002,238.5614,Organic,1.0,SEO_Content,238.56,4,Loyal Customers,10
MH-18025,Michelle Huthwaite,Consumer,West,2014-07-08,5,2984.948,476.9032,Email,1.0,Re_Engagement,476.9,3,Loyal Customers,10
MH-18115,Mick Hernandez,Home Office,East,2016-08-23,9,5503.093,170.9746,Direct,2.19,Word_of_Mouth,78.07,4,Champions,13
MJ-17740,Max Jones,Consumer,West,2015-06-09,7,6320.746,1054.5529000000001,Social Media,10.93,LinkedIn_B2B,96.48,0,Champions,14
MK-17905,Michael Kennedy,Corporate,East,2014-11-18,8,2302.368,-405.3559,Display,35.33,Prospecting_Display,-11.47,2,Potential Loyalists,9
MK-18160,Mike Kennedy,Consumer,South,2014-12-19,4,1031.602,227.83380000000002,Email,9.37,Welcome_Series,24.32,1,Needs Attention,6
ML-17395,Marina Lichtenstein,Corporate,West,2014-02-14,9,2722.843,684.9162,Paid Search,43.73,Product_Category_PPC,15.66,4,Champions,13
ML-17410,Maris LaWare,Consumer,East,2014-11-14,6,2921.5,-76.17550000000003,Display,34.66,Prospecting_Display,-2.2,3,Potential Loyalists,7
ML-17755,Max Ludwig,Home Office,South,2016-08-04,7,2071.9139999999998,409.51120000000003,Display,20.8,Retargeting_Display,19.69,4,Loyal Customers,12
ML-18040,Michelle Lonsdale,Corporate,West,2017-03-26,3,742.082,138.71620000000001,Email,2.32,Welcome_Series,59.79,3,Needs Attention,6
ML-18265,Muhammed Lee,Consumer,West,2015-05-31,2,162.232,42.6648,Paid Search,47.92,Competitor_Keywords,0.89,3,Needs Attention,6
MM-17260,Magdelene Morse,Consumer,East,2014-05-28,4,1314.023,178.402,Direct,4.8,Word_of_Mouth,37.17,3,Potential Loyalists,7
MM-17920,Michael Moore,Consumer,West,2014-01-13,11,3794.0800000000004,82.12499999999997,Paid Search,25.52,Product_Category_PPC,3.22,4,Loyal Customers,12
MM-18055,Michelle Moray,Consumer,West,2014-04-11,8,2749.881,-520.3443,Paid Search,28.89,Product_Category_PPC,-18.01,2,Potential Loyalists,8
MM-18280,Muhammed MacIntyre,Corporate,Central,2014-01-20,9,775.414,58.8916,Email,5.31,Re_Engagement,11.09,4,Loyal Customers,10
MN-17935,Michael Nguyen,Consumer,Central,2014-02-16,6,2477.946,290.8227,Organic,12.53,Referral_Program,23.21,3,Loyal Customers,10
MO-17500,Mary O'Rourke,Consumer,East,2014-11-28,4,922.487,59.357699999999994,Paid Search,27.65,Competitor_Keywords,2.15,3,Potential Loyalists,7
MO-17800,Meg O'Connel,Home Office,East,2015-09-17,8,1687.0269999999998,169.34369999999998,Organic,13.54,Blog_Traffic,12.51,4,Potential Loyalists,9
MO-17950,Michael Oakman,Consumer,Central,2015-04-02,2,154.288,-82.0074,Organic,13.61,Blog_Traffic,-6.03,3,Needs Attention,4
MP-17470,Mark Packer,Home Office,East,2014-03-30,7,3206.132,600.2873,Organic,5.28,Blog_Traffic,113.69,1,Potential Loyalists,9
MP-17965,Michael Paige,Corporate,East,2015-04-18,9,3983.6420000000003,638.1563,Paid Search,31.88,Brand_Awareness_PPC,20.02,4,Loyal Customers,12
MP-18175,Mike Pelletier,Home Office,West,2014-03-28,9,5087.92,226.4529,Display,56.74,Prospecting_Display,3.99,4,Champions,13
MR-17545,Mathew Reese,Home Office,East,2014-09-03,4,639.178,162.9363,Email,7.47,Promotional_Blast,21.81,3,Potential Loyalists,7
MS-17365,Maribeth Schnelling,Consumer,Central,2014-09-09,10,7443.6900000000005,844.9354999999998,Paid Search,32.5,Product_Category_PPC,26.0,0,Loyal Customers,11
MS-17530,MaryBeth Skach,Consumer,West,2014-11-04,4,475.65599999999995,84.0268,Social Media,15.18,LinkedIn_B2B,5.54,1,Needs Attention,5
MS-17710,Maurice Satty,Consumer,West,2014-03-24,6,1613.402,247.4348,Paid Search,19.11,Competitor_Keywords,12.95,1,Potential Loyalists,7
MS-17770,Maxwell Schwartz,Consumer,East,2014-07-04,9,3144.678,280.85839999999996,Social Media,21.87,LinkedIn_B2B,12.84,4,Loyal Customers,10
MS-17830,Melanie Seite,Consumer,Central,2014-01-09,4,370.348,19.431199999999997,Paid Search,20.38,Competitor_Keywords,0.95,1,Needs Attention,5
MS-17980,Michael Stewart,Corporate,Central,2014-06-30,6,855.116,55.226,Email,8.99,Re_Engagement,6.14,3,Loyal Customers,10
